xent_gt_1,xent_gt_10,xent_gt_28,xent_gt_300,xent_sample_1,xent_sample_10,xent_sample_28,xent_sample_300
326.0331115722656,332.7343719482422,345.27569885253905,529.4382873535156,326.0331115722656,331.7347839355469,344.2761505126953,526.2582214355468
318.3072814941406,321.71812133789064,334.65105590820315,530.4664428710937,318.3072814941406,321.71812133789064,333.66867980957034,501.92592468261716
323.5152893066406,328.34474182128906,341.02936096191405,510.75831909179686,322.5201416015625,327.35497131347654,340.0385223388672,515.1176879882812
302.5331726074219,306.0113220214844,319.61199340820315,516.9740753173828,302.5331726074219,305.7266571044922,317.81896057128904,502.2437316894531
329.65667724609375,335.6210998535156,348.1754638671875,519.6250610351562,329.65667724609375,335.6210998535156,348.1754638671875,532.4979675292968
323.9384765625,328.5771942138672,340.8119598388672,528.311767578125,323.9384765625,326.7388122558594,337.8786163330078,502.6260101318359
307.689208984375,313.3166137695313,325.46669616699216,511.8483917236328,307.689208984375,314.26393737792966,326.4272125244141,513.3943237304687
329.8549499511719,332.7838897705078,345.15300903320315,521.4061645507812,329.8549499511719,332.7838897705078,345.15300903320315,528.6082946777344
325.8062438964844,331.39377746582034,343.9403961181641,527.0979797363282,325.8062438964844,331.1452697753906,343.6628387451172,520.3897094726562
309.3726501464844,315.3987548828125,325.9059295654297,484.4389892578125,309.3726501464844,316.117724609375,326.5394592285156,494.2439025878906
313.1786193847656,320.0246948242187,330.6301635742187,496.2510192871094,313.1786193847656,320.0246948242187,330.5190155029297,500.4766815185547
325.5219421386719,329.1138519287109,343.4189025878906,545.4714538574219,325.5219421386719,329.1138519287109,340.2620880126953,508.93735961914064
317.7529296875,324.46099853515625,337.09087829589845,521.1712097167969,317.7529296875,324.46099853515625,336.0924102783203,519.1547302246094
314.015625,320.3169372558594,331.82114868164064,524.0121337890625,314.015625,320.3169372558594,331.5469116210937,514.6494201660156
314.6433410644531,320.9694030761719,332.80108947753905,509.31459655761716,314.6433410644531,320.9694030761719,332.4887390136719,501.42554931640626
310.5357360839844,315.69627685546874,327.85442504882815,502.8855224609375,310.5357360839844,315.69627685546874,327.85442504882815,502.67597045898435
306.23614501953125,313.3425689697266,324.5841918945313,492.9049011230469,306.23614501953125,312.34385681152344,323.3476867675781,490.40967712402346
312.37677001953125,318.7947204589844,330.6582763671875,524.6159606933594,312.37677001953125,318.7947204589844,331.1190551757812,518.6217407226562
316.7845153808594,322.96763305664064,335.2667510986328,512.2173675537109,316.7845153808594,321.9703704833984,334.2685943603516,512.1955932617187
320.95672607421875,326.8993438720703,339.16131896972655,542.3870422363282,320.95672607421875,326.8993438720703,339.1418151855469,521.6302917480468
308.71246337890625,312.9451507568359,327.0850036621094,507.77899780273435,308.71246337890625,312.80982971191406,324.16147766113284,489.4865325927734
324.6607360839844,330.17214050292966,342.6714782714844,530.8326110839844,324.6607360839844,330.1474945068359,342.64430236816406,523.1336059570312
317.0146179199219,319.8020294189453,329.94142456054686,521.5970886230468,317.0146179199219,319.8020294189453,329.94142456054686,504.4673370361328
330.0254211425781,336.71111755371095,349.17803955078125,534.4094360351562,330.0254211425781,335.7129425048828,348.1802490234375,533.6349548339844
310.01348876953125,317.1708953857422,329.6123321533203,517.51767578125,310.01348876953125,314.3144134521484,326.756396484375,500.74766235351564
308.1631774902344,313.8793182373047,325.3766174316406,510.4839782714844,308.1631774902344,313.91355285644534,325.2095428466797,493.9175506591797
329.77252197265625,335.66619567871095,348.19287109375,529.0625061035156,329.77252197265625,335.26679077148435,347.7931793212891,531.172705078125
307.7752990722656,310.7890686035156,322.13573303222654,517.7399475097657,307.7752990722656,310.7890686035156,321.7426513671875,482.1751739501953
319.0631408691406,324.44334411621094,337.2106506347656,514.8121490478516,319.0631408691406,322.62672119140626,335.1071533203125,506.61049499511716
322.62615966796875,325.35805053710936,336.1818023681641,525.2484497070312,322.62615966796875,326.04852600097655,336.8560424804688,502.33851013183596
322.32733154296875,327.6779327392578,339.9885986328125,524.3527404785157,322.32733154296875,328.6414428710938,340.9549194335938,528.3764709472656
307.75384521484375,313.4766387939453,325.3451354980469,509.5209075927734,308.69287109375,313.7591033935547,326.51319885253906,499.34613647460935
321.6721496582031,328.2890319824219,340.3251037597656,520.2224060058594,321.6721496582031,327.2895782470703,339.1420959472656,511.94322814941404
320.870849609375,327.3764953613281,340.0471466064453,507.3439117431641,320.870849609375,327.21483459472654,338.8937042236328,510.3870574951172
318.0958251953125,325.74939880371096,337.54668884277345,517.0465087890625,318.0958251953125,324.7499084472656,336.54913330078125,513.3787841796875
318.65704345703125,325.578466796875,337.89911193847655,526.0428344726563,318.65704345703125,324.48351135253904,336.80812683105466,516.6267883300782
326.9033508300781,332.42637939453124,344.9922821044922,531.234423828125,326.9033508300781,332.42637939453124,344.9922821044922,528.1200744628907
316.4460754394531,325.98143005371094,337.1624237060547,503.8039916992187,316.4460754394531,319.69378662109375,329.98719177246096,504.7496276855469
332.7635192871094,338.0890411376953,350.61142883300784,536.3365173339844,332.7635192871094,337.0913970947266,349.61451110839846,529.6885009765625
320.1016540527344,326.2386535644531,339.08819274902345,530.7566040039062,320.1016540527344,326.26743469238284,339.1159942626953,525.5153930664062
322.6125793457031,326.17479553222654,338.4486083984375,516.6594848632812,322.6125793457031,326.17479553222654,338.4486083984375,523.0802124023437
318.0823059082031,324.1352172851563,335.8091094970703,516.7230285644531,318.0823059082031,324.1352172851563,335.8091094970703,515.3520324707031
309.3955078125,314.78920288085936,327.01128845214845,516.0714233398437,309.3955078125,315.63059692382814,327.8510986328125,505.87391357421876
320.4991149902344,327.0381744384766,339.0947265625,503.20867614746095,320.4991149902344,327.0381744384766,338.0970031738281,508.66932983398436
320.71160888671875,329.5987823486328,341.8772247314453,535.4659423828125,320.71160888671875,323.8156768798828,336.0958282470703,512.3879638671875
317.91351318359375,322.53221130371094,336.290625,529.9241943359375,317.91351318359375,322.5381591796875,334.6361358642578,503.5751190185547
326.5170593261719,332.7851593017578,344.7187133789063,520.6686584472657,326.5170593261719,332.7851593017578,343.78069763183595,518.2104064941407
320.6049499511719,323.62969360351565,335.9353454589844,517.7976745605469,321.5967102050781,324.48737182617185,336.72535400390626,510.82154235839846
328.1650390625,334.8235565185547,347.43528137207034,533.2358154296875,328.1650390625,333.8246826171875,346.4363067626953,529.5861999511719
319.926025390625,325.99342651367186,337.174169921875,499.83037109375,319.88861083984375,324.64112854003906,335.45107421875,509.21421508789064
322.5343017578125,326.1651245117188,340.08648681640625,523.9563720703125,322.5343017578125,326.1651245117188,337.0711334228516,501.1361968994141
320.871337890625,325.7901580810547,338.33081970214846,511.9678955078125,320.871337890625,325.7901580810547,338.33081970214846,518.68857421875
324.35430908203125,330.6916015625,342.0819854736328,503.59833984375,324.35430908203125,329.6459655761719,342.0354034423828,515.7847351074219
322.16387939453125,325.80491943359374,338.5604522705078,518.0999694824219,322.16387939453125,325.7842559814453,338.44227905273436,502.50002136230466
321.6772766113281,328.2747497558594,341.0457397460938,510.9891815185547,321.6772766113281,327.3752960205078,339.1563781738281,512.4867950439453
