xent_gt_1,xent_gt_10,xent_gt_28,xent_gt_300,xent_sample_1,xent_sample_10,xent_sample_28,xent_sample_300
327.33184814453125,333.85316772460936,346.27243957519534,526.6529602050781,327.33184814453125,333.1578063964844,345.5758117675781,532.754248046875
316.7712097167969,320.2308715820312,333.2031707763672,531.7221801757812,316.7712097167969,320.2308715820312,332.2093811035156,501.69459838867186
323.0822448730469,327.8855377197266,340.4839111328125,515.098974609375,322.0924072265625,326.3456512451172,338.91640014648436,505.2919982910156
301.122314453125,304.41929016113284,318.31488342285155,507.225244140625,301.122314453125,303.9410400390625,315.89903259277344,504.8823547363281
329.2523193359375,334.8580261230469,347.30438537597655,520.9783203125,329.2523193359375,334.8580261230469,347.30438537597655,531.5290893554687
323.2023010253906,328.35748901367185,339.9366516113281,536.2683959960938,323.2023010253906,326.4267639160156,337.9271240234375,500.0269836425781
307.7451477050781,313.83518981933594,326.00829162597654,511.19574279785155,307.7451477050781,313.83518981933594,326.00829162597654,510.7008361816406
331.5406188964844,334.7276123046875,347.2502075195313,527.96962890625,331.5406188964844,334.7276123046875,347.2502075195313,529.4553833007812
324.95208740234375,330.2857177734375,342.8572509765625,535.385009765625,324.95208740234375,329.68712463378904,342.2354736328125,512.2008605957031
308.6088562011719,314.56444396972654,324.63811950683595,487.3970977783203,308.6088562011719,314.88377075195314,325.01246643066406,491.98878479003906
312.58349609375,319.5824340820312,329.87493591308595,499.14202270507815,312.55712890625,319.4858703613281,329.726025390625,498.29262084960936
324.19903564453125,327.8737091064453,342.2411682128906,558.2937194824219,324.19903564453125,327.8737091064453,338.5964752197266,497.15009155273435
317.87701416015625,324.9284729003906,337.32989807128905,523.1058715820312,317.87701416015625,324.9284729003906,336.33380432128905,523.7548950195312
314.43609619140625,321.2423095703125,332.7222503662109,513.4676208496094,314.43609619140625,320.24549560546876,331.6220367431641,509.2027252197266
315.1438293457031,321.76832580566406,333.41241760253905,502.3937042236328,315.1438293457031,321.76832580566406,333.27763671875,503.4311157226563
310.90234375,316.1047668457031,328.37538757324216,505.3288848876953,310.90234375,315.4080078125,327.67901611328125,501.2166229248047
305.09259033203125,312.18027954101564,323.3445709228516,495.17714538574216,305.09259033203125,312.0807403564453,323.1784240722656,496.3320709228516
313.53448486328125,319.82898864746096,331.61924133300784,525.83310546875,313.53448486328125,319.82898864746096,331.6563659667969,517.8475280761719
316.25054931640625,322.19542541503904,334.6409545898438,514.0211608886718,316.25054931640625,321.1971771240234,333.6431640625,511.40981140136716
322.18170166015625,327.9217193603516,340.1687377929687,537.2084777832031,322.18170166015625,327.9217193603516,340.174658203125,527.5893615722656
308.8592529296875,312.92930908203124,325.42815551757815,505.4688293457031,308.8592529296875,312.92563781738284,325.40960998535155,503.068310546875
324.3582458496094,329.6977966308594,342.2285614013672,529.9411560058594,324.3582458496094,329.6659332275391,342.1996612548828,526.0010498046875
315.59954833984375,318.538623046875,328.94036560058595,517.5057861328125,315.59954833984375,318.538623046875,328.94036560058595,503.5125305175781
328.7497863769531,334.8344696044922,347.2672637939453,537.3226501464844,328.7497863769531,334.8344696044922,347.2672637939453,534.4155029296875
309.1000671386719,315.48216247558594,327.85235290527345,514.3842987060547,309.1000671386719,313.64503784179686,326.01282958984376,503.8869171142578
307.2272644042969,313.18174743652344,324.51926574707034,513.4629730224609,307.2272644042969,313.0255187988281,324.27305603027344,490.14129638671875
329.68853759765625,335.1824249267578,347.76398315429685,528.5589721679687,329.68853759765625,335.1824249267578,347.76398315429685,531.4005798339844
307.81109619140625,310.8644195556641,322.1250457763672,518.8094055175782,307.81109619140625,310.8644195556641,322.1291564941406,480.2797882080078
321.6828308105469,326.86009216308594,340.15301513671875,524.8070861816407,321.6828308105469,325.0235900878906,337.0540740966797,498.1095001220703
322.04376220703125,324.85460205078124,335.9190399169922,535.6518920898437,322.04376220703125,325.2397491455078,336.2999267578125,494.0254638671875
321.8968200683594,327.60621643066406,339.8689453125,521.5054626464844,321.8968200683594,327.7933288574219,340.0559936523438,526.3314453125
307.6448669433594,313.1152404785156,324.5571655273437,507.23192443847654,308.6202392578125,313.6983673095703,325.97703857421874,502.5824432373047
322.48699951171875,328.9067047119141,340.90354614257814,530.8206481933594,322.48699951171875,327.90773620605466,339.62986145019534,509.77024536132814
321.22003173828125,327.4631286621094,339.95851745605466,511.40625915527346,321.22003173828125,327.3522888183594,338.8562957763672,508.9548797607422
318.9741516113281,326.4225738525391,338.1813110351562,520.2845764160156,318.9741516113281,325.42344665527344,337.1843017578125,521.1146850585938
319.5168151855469,326.09386291503904,338.3154724121094,531.0819396972656,319.5168151855469,324.907275390625,337.12665405273435,519.3937683105469
325.40887451171875,330.88563842773436,343.4257415771484,532.2188049316406,325.40887451171875,330.88563842773436,343.4257415771484,526.3484436035156
315.7347106933594,321.82025756835935,333.1260284423828,535.2606262207031,315.7347106933594,321.83530883789064,333.26353454589844,514.2447631835937
332.08660888671875,337.1209381103516,349.6316162109375,538.3566101074218,332.08660888671875,336.1223937988281,348.6332305908203,528.9138549804687
321.8805236816406,328.2711700439453,340.9625183105469,529.0434692382812,321.8805236816406,328.2982147216797,340.9867218017578,530.3583312988281
322.7069091796875,326.6661682128906,339.02443542480466,521.1567810058593,322.7069091796875,326.6661682128906,339.0269348144531,528.2139465332032
318.33734130859375,325.073876953125,336.6152069091797,514.1292022705078,318.33734130859375,324.91860046386716,335.4585021972656,502.23121948242186
309.7900085449219,315.1792877197266,327.33246459960935,517.2097595214843,309.7900085449219,316.05861206054686,328.2293701171875,513.0938049316406
320.6110534667969,327.088134765625,339.12854919433596,505.6588134765625,320.6110534667969,327.088134765625,338.1298828125,505.77386779785155
321.5647888183594,330.5412841796875,342.8566955566406,543.9347595214844,321.5647888183594,324.2492919921875,336.6009155273438,499.5896789550781
317.6597595214844,322.35558166503904,335.1133728027344,522.2017944335937,317.6597595214844,323.06487426757815,335.8151092529297,512.8984405517579
325.9198913574219,331.7017028808594,343.5132293701172,536.1052856445312,325.9198913574219,331.7017028808594,343.5132293701172,524.8664916992187
319.72833251953125,322.3931549072266,334.7277526855469,528.4746398925781,320.7142028808594,323.13104553222655,335.3251983642578,503.70630798339846
327.5212097167969,334.12286376953125,346.6168273925781,534.6341125488282,327.5212097167969,333.1242248535156,345.6178680419922,530.1101501464843
319.8227844238281,327.9490112304687,338.84462280273436,509.0607177734375,319.65252685546875,323.15904235839844,332.92266540527345,497.51917419433596
321.9059143066406,325.6350891113281,339.494482421875,529.4598815917968,321.9059143066406,325.6350891113281,336.7567108154297,496.027734375
320.018310546875,325.20509948730466,337.6970703125,512.2943939208984,320.018310546875,325.20509948730466,337.6970703125,518.0237243652343
323.8416748046875,330.44748840332034,341.7764373779297,508.3838714599609,323.8416748046875,329.3219909667969,341.6139739990234,512.5743896484375
323.18170166015625,326.79918518066404,339.335791015625,524.3326538085937,323.18170166015625,326.76641235351565,339.0488555908203,501.4941467285156
321.4831237792969,328.2211486816406,340.84454040527345,509.81060485839845,321.4831237792969,327.2218536376953,338.84984436035154,509.7404327392578
333.675537109375,339.58490600585935,352.1601593017578,529.0224975585937,333.675537109375,339.58490600585935,352.1601593017578,538.2307312011719
334.53448486328125,340.9283782958984,353.42490539550784,538.4450317382813,334.53448486328125,340.77820739746096,353.26633605957034,540.1217590332031
315.29833984375,321.5690856933594,332.9248809814453,496.8569274902344,315.29833984375,322.5578186035156,333.6671508789062,507.80791015625
317.5592041015625,323.535986328125,336.00071411132814,515.7670227050781,317.5592041015625,323.43614807128904,335.90086059570314,522.7480712890625
313.6031188964844,320.28883361816406,331.1950927734375,489.1582366943359,313.6031188964844,316.8422546386719,327.81231384277345,498.1870086669922
322.5781555175781,328.4169189453125,340.8116149902344,528.2169860839844,322.5781555175781,327.82257690429685,340.22137145996095,523.4111145019531
316.9498291015625,322.9986633300781,335.36480712890625,520.4332397460937,316.0225524902344,318.76319274902346,330.8265655517578,514.2787902832031
320.4527893066406,327.3788146972656,340.10882263183595,533.4000244140625,320.1057434082031,323.756201171875,336.52117919921875,514.150180053711
330.17266845703125,334.99912109375,347.5589202880859,532.477587890625,330.17266845703125,335.85142822265624,348.41163330078126,532.3431640625
319.6480407714844,325.7747497558594,337.87949829101564,517.0247436523438,319.6480407714844,325.67485961914065,337.7796691894531,522.07001953125
304.8282165527344,314.1487579345703,328.38662109375,528.9966613769532,304.8282165527344,308.2037292480469,319.2937377929687,482.17509765625
318.7613830566406,324.98009338378904,337.4256896972656,520.3850952148438,318.7613830566406,324.08538818359375,336.5362609863281,517.8998657226563
319.6481018066406,325.7202087402344,338.1373626708984,523.06474609375,319.6481018066406,325.7202087402344,338.1879028320312,524.7156188964843
306.0435791015625,309.8518127441406,321.6769683837891,501.0507385253906,306.0435791015625,308.8915313720703,320.6602020263672,483.78485412597655
309.72760009765625,313.45909118652344,326.25291442871094,495.6443695068359,310.5242614746094,313.7885406494141,326.59291381835936,496.5688751220703
322.7546691894531,328.86521606445314,341.2617889404297,524.2594116210937,322.7546691894531,327.96888427734376,340.36476745605466,523.7168579101562
319.5799560546875,326.7030792236328,338.19671630859375,525.5903869628906,319.5799560546875,322.49049072265626,333.99163208007815,497.7834411621094
335.8461608886719,341.9031524658203,354.4962432861328,534.4994018554687,335.8461608886719,341.9031524658203,354.4962432861328,540.8855651855469
305.7345275878906,312.0555419921875,326.1530731201172,518.4910827636719,305.7345275878906,309.20995178222654,321.44202575683596,502.4132904052734
289.3352355957031,297.2256164550781,308.6723358154297,483.5200531005859,289.3352355957031,292.5307098388672,303.99835815429685,467.9588653564453
303.9939270019531,309.64976501464844,321.6857208251953,492.8293090820313,303.9939270019531,309.64976501464844,321.6857208251953,492.51454162597656
326.9499206542969,333.24627685546875,345.7558135986328,528.0005187988281,326.9499206542969,333.24627685546875,345.7558135986328,531.6981506347656
315.9142761230469,318.7787353515625,328.5788879394531,523.2758972167969,315.9142761230469,318.7787353515625,328.5788879394531,492.2990295410156
324.6009216308594,330.05894775390624,342.56817626953125,530.3685241699219,324.6009216308594,330.05894775390624,342.56817626953125,525.4685302734375
315.6380920410156,320.67921142578126,334.01477966308596,514.7289733886719,314.63934326171875,319.618017578125,332.84413146972656,511.9615997314453
324.6250305175781,329.52870483398436,342.03916931152344,529.3113342285156,324.6250305175781,329.52289123535155,342.0305511474609,522.7388305664062
321.75640869140625,327.3275970458984,339.5860595703125,518.9291290283203,321.75640869140625,326.933203125,339.19374389648436,519.0341552734375
313.1984558105469,318.3974609375,330.88072509765624,514.8054626464843,313.1984558105469,318.3974609375,330.888818359375,512.4336151123047
326.3318176269531,331.6005920410156,344.1846221923828,529.8072570800781,326.3318176269531,331.6005920410156,344.1846221923828,529.9245422363281
329.3913269042969,334.4425994873047,346.89219055175784,529.151123046875,329.3913269042969,334.4425994873047,346.89219055175784,527.4707580566406
320.7774353027344,327.7325012207031,339.5029296875,521.761865234375,320.7774353027344,325.52773132324216,337.27057189941405,511.9673736572266
321.2206726074219,326.14008178710935,339.3975433349609,533.9715087890625,321.2206726074219,325.8617370605469,338.5564727783203,513.8568725585938
330.3486022949219,336.37440795898436,349.27332763671876,549.7232177734375,330.3486022949219,335.8625427246094,347.9631591796875,529.9222839355468
311.4848327636719,317.2596740722656,329.2584747314453,523.397216796875,311.4848327636719,318.02185974121096,329.9793304443359,515.3798675537109
322.52947998046875,328.0232788085938,340.6153900146484,519.3326965332031,322.52947998046875,326.0439514160156,338.65415954589844,510.05031127929686
309.7865905761719,315.9242218017578,328.6523193359375,515.66005859375,309.7865905761719,315.9242218017578,327.8708251953125,515.3916625976562
318.4859619140625,325.1180023193359,337.54823303222656,526.3796264648438,318.4859619140625,325.1180023193359,335.8361358642578,505.9006317138672
320.9961242675781,326.5875183105469,338.86573486328126,514.608755493164,320.9961242675781,323.91266479492185,335.7887664794922,506.3033813476562
307.438720703125,309.83220825195315,320.51027526855466,502.380859375,307.438720703125,309.83220825195315,320.3924102783203,488.5894775390625
295.8918762207031,300.1194152832031,311.88397216796875,501.51442565917966,295.8918762207031,299.1417572021484,310.9129608154297,493.67613525390624
312.8065490722656,317.4840942382813,330.05394287109374,522.7506896972657,312.8065490722656,315.68865966796875,328.2565979003906,485.25145568847654
315.3114929199219,320.7118377685547,333.0188232421875,527.0946411132812,315.3114929199219,321.2243316650391,333.5515533447266,515.6105590820313
311.57977294921875,317.2533386230469,331.60524597167966,507.4585784912109,311.57977294921875,315.5289001464844,326.5053192138672,486.4734680175781
320.9871520996094,325.7779083251953,338.38300170898435,520.8804565429688,320.9871520996094,325.7641876220703,338.2919494628906,521.0059387207032
313.34649658203125,318.85723266601565,330.6093811035156,502.43470153808596,313.34649658203125,316.4167510986328,328.14512634277344,499.6861602783203
